ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
075221912X,Big Brother: The Unseen Story,Jean Ritchie,2000,Pan Macmillan,http://images.amazon.com/images/P/075221912X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/075221912X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/075221912X.01.LZZZZZZZ.jpg,$16.23,71949,9,Adventure,Kazakh
586212345,The Mafia,Claire Sterling,1991,HarperCollins Publishers,http://images.amazon.com/images/P/0586212345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0586212345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0586212345.01.LZZZZZZZ.jpg,$477.70,67951,9,Comedy,Gagauz
751531111,Serve Cool,Lauren McCrossan,2002,Trafalgar Square,http://images.amazon.com/images/P/0751531111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751531111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751531111.01.LZZZZZZZ.jpg,$494.52,59859,2,Action,Luxembourgish
382095464,Fish (My World-Red),Christine Butterworth,1988,Silver Burdett Press,http://images.amazon.com/images/P/0382095464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0382095464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0382095464.01.LZZZZZZZ.jpg,$199.48,52515,3,Action,Kazakh
689851928,America : A Patriotic Primer,Lynne Cheney,2002,Simon &amp; Schuster Children's Publishing,http://images.amazon.com/images/P/0689851928.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689851928.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689851928.01.LZZZZZZZ.jpg,$401.04,31306,6,Drama,Marathi
679768548,Ratking,Michael Dibdin,1997,Vintage Books USA,http://images.amazon.com/images/P/0679768548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679768548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679768548.01.LZZZZZZZ.jpg,$372.10,86047,9,Action,Bengali
679735933,Children of Light,Robert Stone,1995,Vintage Books USA,http://images.amazon.com/images/P/0679735933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735933.01.LZZZZZZZ.jpg,$132.17,13854,6,Drama,Latvian
067973709X,Mating,Norman Rush,1992,Vintage Books USA,http://images.amazon.com/images/P/067973709X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067973709X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067973709X.01.LZZZZZZZ.jpg,$304.21,72381,1,Drama,Malagasy
067172519X,RAISE THE TITANIC (Clive Cussler),Clive Cussler,1990,Pocket,http://images.amazon.com/images/P/067172519X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067172519X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067172519X.01.LZZZZZZZ.jpg,$106.49,29620,2,Drama,Danish
312850107,Pandora by Holly Hollander,Gene Wolfe,1990,St Martins Pr,http://images.amazon.com/images/P/0312850107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312850107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312850107.01.LZZZZZZZ.jpg,$62.67,66534,3,Action,Romanian
61059064,Jingo: A Novel of Discworld,Terry Pratchett,1999,HarperTorch,http://images.amazon.com/images/P/0061059064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061059064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061059064.01.LZZZZZZZ.jpg,$496.05,3146,10,Adventure,Bosnian
770420451,The Diviners,Laurence,1984,Bantam Books,http://images.amazon.com/images/P/0770420451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0770420451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0770420451.01.LZZZZZZZ.jpg,$167.92,62595,8,Comedy,Armenian
802134483,Natural Born Killers: The Original Screenplay,Quentin Tarantino,2000,Grove Press,http://images.amazon.com/images/P/0802134483.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802134483.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802134483.01.LZZZZZZZ.jpg,$277.18,17329,10,Drama,Spanish
1586608355,Cora,Mildred Colvin,2003,Heartsong,http://images.amazon.com/images/P/1586608355.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586608355.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586608355.01.LZZZZZZZ.jpg,$377.08,67709,4,Horror,Kazakh
802839592,Etty: The Letters and Diaries of Etty Hillesum 1941-1943,Etty Hillesum,2002,Wm. B. Eerdmans Publishing Company,http://images.amazon.com/images/P/0802839592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802839592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802839592.01.LZZZZZZZ.jpg,$299.90,4126,6,Drama,Icelandic
9504907210,El Demonio y La Senorita Prym,Paulo Coelho,2001,Planeta,http://images.amazon.com/images/P/9504907210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9504907210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9504907210.01.LZZZZZZZ.jpg,$414.50,42572,9,Comedy,Finnish
60591838,Once Minutos,Paulo Coelho,2003,Rayo,http://images.amazon.com/images/P/0060591838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060591838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060591838.01.LZZZZZZZ.jpg,$330.70,39054,5,Musical,Romanian
590436368,101 Hopelessly Hilarious Jokes,Lisa Eisenberg,1990,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590436368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590436368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590436368.01.LZZZZZZZ.jpg,$277.83,4549,5,Western,Italian
1550501208,The Half-Pipe Kidd,Alison Acheson,1997,Coteau Books,http://images.amazon.com/images/P/1550501208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1550501208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1550501208.01.LZZZZZZZ.jpg,$231.82,9797,3,Drama,Romanian
816744459,I Can Read About Thunder and Lightning (I Can Read About),David Cutts,1998,Troll Communications,http://images.amazon.com/images/P/0816744459.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816744459.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816744459.01.LZZZZZZZ.jpg,$311.77,60147,3,Horror,Danish
671782908,TWILIGHT,Nancy Pickard,1996,Pocket,http://images.amazon.com/images/P/0671782908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671782908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671782908.01.LZZZZZZZ.jpg,$223.49,97523,3,Crime,Maltese
440473314,Raggedy Ann and the Golden Ring,Johnny Gruelle,1978,Yearling Books,http://images.amazon.com/images/P/0440473314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440473314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440473314.01.LZZZZZZZ.jpg,$417.83,22376,1,Comedy,Hungarian
590020641,Ghost Town Treasure,Clyde R. Bulla,1970,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590020641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590020641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590020641.01.LZZZZZZZ.jpg,$347.50,93549,10,Action,Portuguese
802457010,The mystery of the missing bracelets,Dorothy McKay Martin,1980,Moody Press,http://images.amazon.com/images/P/0802457010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802457010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802457010.01.LZZZZZZZ.jpg,$320.06,92707,4,Action,Filipino
721406327,The Secret Garden (Ladybirds Children's Classics),Frances Hodgson Burnett,1980,Ladybird Books Ltd,http://images.amazon.com/images/P/0721406327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0721406327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0721406327.01.LZZZZZZZ.jpg,$203.29,68551,9,Comedy,English
888628501,Plan B Is Total Panic (Time of our Lives Series),Martin Godfrey,1986,Lorimer,http://images.amazon.com/images/P/0888628501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0888628501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0888628501.01.LZZZZZZZ.jpg,$281.22,84718,10,Documentary,Zulu
590472976,Genies Don't Ride Bicycles (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1994,Scholastic,http://images.amazon.com/images/P/0590472976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590472976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590472976.01.LZZZZZZZ.jpg,$83.00,79304,4,Drama,Khmer
766601579,The Lucky Glasses (A Happy Ending Book),Tony Hutchings,1997,Modern Publishing,http://images.amazon.com/images/P/0766601579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0766601579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0766601579.01.LZZZZZZZ.jpg,$444.42,65255,8,Comedy,Pashto
590433369,101 Cat and Dog Jokes,Katy Hall,1990,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590433369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590433369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590433369.01.LZZZZZZZ.jpg,$238.62,620,7,Comedy,Punjabi
874063744,Ballet Bunny,Janet Adele Bloss,1989,Pages Publishing Group,http://images.amazon.com/images/P/0874063744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874063744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874063744.01.LZZZZZZZ.jpg,$274.51,59364,6,Animation,Assamese
590383655,Hoppy Easter (Little Apple),Patricia Hermes,1998,Little Apple,http://images.amazon.com/images/P/0590383655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590383655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590383655.01.LZZZZZZZ.jpg,$24.42,98604,3,Horror,French
721409679,Alice in Wonderland (Ladybird Children's Classics),Lewis Carroll,1986,Penguin U S A,http://images.amazon.com/images/P/0721409679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0721409679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0721409679.01.LZZZZZZZ.jpg,$243.14,71450,3,Drama,Thai
440220386,Dear Great American Writers School (Laurel-Leaf Books),Sherry Bunin,1997,Laurel-Leaf Books,http://images.amazon.com/images/P/0440220386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440220386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440220386.01.LZZZZZZZ.jpg,$366.77,87569,6,Documentary,Hebrew
030735203X,The Six Little Possums and the Baby Sitter,Marci McGill,1982,Golden Press,http://images.amazon.com/images/P/030735203X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/030735203X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/030735203X.01.LZZZZZZZ.jpg,$498.07,78203,1,Comedy,Spanish
809253356,Portrait of a Golfaholic,Mark Oman,1984,McGraw-Hill,http://images.amazon.com/images/P/0809253356.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0809253356.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0809253356.01.LZZZZZZZ.jpg,$298.45,48072,1,Drama,MÄori
039486882X,The Berenstain Bears and the Neighborly Skunk,Stan Berenstain,1987,Random House Children's Books,http://images.amazon.com/images/P/039486882X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039486882X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039486882X.01.LZZZZZZZ.jpg,$183.38,20041,7,Animation,Hindi
590404024,Truth About Mary Rose,Marilyn Sachs,1987,Scholastic,http://images.amazon.com/images/P/0590404024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590404024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590404024.01.LZZZZZZZ.jpg,$372.63,49237,10,Drama,Hebrew
590419145,Nell's Quilt (Point),Susan Terris,1988,Scholastic,http://images.amazon.com/images/P/0590419145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590419145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590419145.01.LZZZZZZZ.jpg,$453.65,21321,6,Drama,German
590448226,Leprechauns Don't Play Basketball (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1992,Scholastic,http://images.amazon.com/images/P/0590448226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590448226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590448226.01.LZZZZZZZ.jpg,$54.50,22707,6,Comedy,English
881845140,The Kiwi Target,John Ball,1989,Pub Group West,http://images.amazon.com/images/P/0881845140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881845140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881845140.01.LZZZZZZZ.jpg,$323.64,31399,9,Action,Spanish
887531776,Scary Poems for Rotten Kids,Sean O Huigin,1989,Firefly Books Ltd,http://images.amazon.com/images/P/0887531776.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887531776.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887531776.01.LZZZZZZZ.jpg,$194.23,6744,2,Comedy,Lithuanian
590462814,Witch in the House,Ruth Chew,1993,Scholastic,http://images.amazon.com/images/P/0590462814.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590462814.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590462814.01.LZZZZZZZ.jpg,$310.61,21058,8,Comedy,Kannada
684190001,A Question of Murder: An Inspector Charlie Salter Mystery,Eric Wright,1988,Simon &amp; Schuster,http://images.amazon.com/images/P/0684190001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684190001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684190001.01.LZZZZZZZ.jpg,$39.00,26341,4,Drama,Afrikaans
014027569X,Aunt Dimity Digs in (Aunt Dimity (Paperback)),Nancy Atherton,1999,Penguin Books,http://images.amazon.com/images/P/014027569X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014027569X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014027569X.01.LZZZZZZZ.jpg,$354.90,92793,6,Film-Noir,Oriya
802730019,Baron In France (Walker British Mystery),John Creasey,1983,Walker Co,http://images.amazon.com/images/P/0802730019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802730019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802730019.01.LZZZZZZZ.jpg,$45.09,98673,3,Comedy,Korean
312869274,Vengeance,Stuart M. Kaminsky,1999,St Martins Pr,http://images.amazon.com/images/P/0312869274.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312869274.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312869274.01.LZZZZZZZ.jpg,$420.13,15634,4,Comedy,Lithuanian
307001350,The Velveteen Rabbit (Little Golden Book),MARGERY WILLIAMS,1993,Golden Books,http://images.amazon.com/images/P/0307001350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307001350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307001350.01.LZZZZZZZ.jpg,$343.34,68895,4,Comedy,Montenegrin
679812709,The Berenstain Bears' Trouble At School (First Time Books),Stan Berenstain,1990,Random House Children's Books,http://images.amazon.com/images/P/0679812709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679812709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679812709.01.LZZZZZZZ.jpg,$477.39,37714,9,Action,Khmer
743419049,Candyland,Ed McBain,2001,Pocket,http://images.amazon.com/images/P/0743419049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743419049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743419049.01.LZZZZZZZ.jpg,$62.52,57973,8,Drama,Tsonga
449149072,The Devil's Dance Floor,Gordon D. Shirreffs,1994,Fawcett Books,http://images.amazon.com/images/P/0449149072.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449149072.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449149072.01.LZZZZZZZ.jpg,$390.25,7879,9,Documentary,Italian
590417967,The Secret Horse,Marion Holland,1988,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590417967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590417967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590417967.01.LZZZZZZZ.jpg,$43.07,99774,10,Comedy,English
821748556,Trouble Looking for a Place to Happen: A Laura Fleming Mystery (Laura Fleming Mystery),Toni L.P. Kelner,1995,Kensington Pub Corp,http://images.amazon.com/images/P/0821748556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821748556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821748556.01.LZZZZZZZ.jpg,$271.17,35311,4,Comedy,Dari
773674039,But Cows Can't Fly and Other Stories (Junior Gemini),Marilyn Halvorson,1993,Fitzhenry &amp; Whiteside Limited,http://images.amazon.com/images/P/0773674039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0773674039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0773674039.01.LZZZZZZZ.jpg,$52.04,1129,8,Comedy,Spanish
590473565,Haunted Summer,Betty Ren Wright,1996,Scholastic,http://images.amazon.com/images/P/0590473565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590473565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590473565.01.LZZZZZZZ.jpg,$453.73,30224,8,Drama,Tswana
590898248,Schmoe White and the Seven Dorfs (Happily Ever Laughter),Mike Thaler,1997,Cartwheel Books (Scholastics),http://images.amazon.com/images/P/0590898248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590898248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590898248.01.LZZZZZZZ.jpg,$389.98,12407,9,Crime,Czech
771056257,Mystery at Lake Placid (#1) (The Screech Owls Series),ROY MACGREGOR,1995,Screech Owls,http://images.amazon.com/images/P/0771056257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771056257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771056257.01.LZZZZZZZ.jpg,$192.90,72355,3,Documentary,Quechua
439217539,Scooby-Doo! and You: The Case of the Theater Phantom (A Collect the Clues Mystery),Vicki Erwin,2000,Scholastic Inc. School Market Edition,http://images.amazon.com/images/P/0439217539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439217539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439217539.01.LZZZZZZZ.jpg,$255.33,47057,5,Comedy,West Frisian
439217520,Scooby-Doo and You The Case of the Doughy Creature,Jenny Markas,2000,Scholastic,http://images.amazon.com/images/P/0439217520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439217520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439217520.01.LZZZZZZZ.jpg,$271.28,29834,7,Drama,Croatian
64420868,Brookfield Days (Little House Chapter Book),Maria D. Wilkes,1999,HarperTrophy,http://images.amazon.com/images/P/0064420868.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064420868.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064420868.01.LZZZZZZZ.jpg,$208.72,79774,1,Action,Gujarati
590338897,101 Silly Monster Jokes,R. L. Stine,1986,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590338897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590338897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590338897.01.LZZZZZZZ.jpg,$278.93,71472,6,Comedy,Kyrgyz
802448151,The Thousand Dollar Fish (Sugar Creek Gang),Paul Hutchins,1966,Moody Pr,http://images.amazon.com/images/P/0802448151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802448151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802448151.01.LZZZZZZZ.jpg,$336.47,25259,6,Comedy,Telugu
802448267,The Watermelon Mystery (Sugar Creek Gang),Paul Hutchins,1971,Moody Pr,http://images.amazon.com/images/P/0802448267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802448267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802448267.01.LZZZZZZZ.jpg,$49.54,28450,7,Crime,Hungarian
688027466,The Hot &amp; Cold Summer,Johanna Hurwitz,1984,HarperCollins,http://images.amazon.com/images/P/0688027466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688027466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688027466.01.LZZZZZZZ.jpg,$411.13,12990,6,Comedy,Malay
689804202,The Walking Coat (Aladdin Picture Books),Pauline Watson,1995,Aladdin,http://images.amazon.com/images/P/0689804202.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689804202.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689804202.01.LZZZZZZZ.jpg,$294.93,10266,7,Crime,Hungarian
749712589,Mother's Day,Miriam Hodgson,1993,Egmont Childrens Books,http://images.amazon.com/images/P/0749712589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749712589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749712589.01.LZZZZZZZ.jpg,$282.18,14125,9,Drama,Gujarati
590410091,What If? Fifty Discoveries That Changed the World,Dian Dincin Buchman,1988,Scholastic,http://images.amazon.com/images/P/0590410091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590410091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590410091.01.LZZZZZZZ.jpg,$126.11,78710,10,Action,Kyrgyz
380814633,Stalked,Frances Rickett,1982,Avon Books,http://images.amazon.com/images/P/0380814633.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380814633.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380814633.01.LZZZZZZZ.jpg,$343.09,75840,3,Horror,English
590421263,Georgie,Robert Bright,1990,Scholastic,http://images.amazon.com/images/P/0590421263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590421263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590421263.01.LZZZZZZZ.jpg,$172.36,17896,3,Action,English
771090900,A Boy at the Leafs Camp (Hockey Stories),SCOTT YOUNG,1985,McClelland &amp; Stewart,http://images.amazon.com/images/P/0771090900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771090900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771090900.01.LZZZZZZZ.jpg,$118.67,38055,3,Drama,Czech
